pfr_id,cfb_id,gsis_id,player_name,position,draft_year,draft_round,draft_pick,draft_team,college,height_in,weight_lbs,forty_yard,vertical_jump,broad_jump,bench_reps,cone_drill,shuttle,col_pass_completions,col_pass_attempts,col_pass_yards,col_pass_tds,col_pass_ints,col_rush_attempts,col_rush_yards,col_rush_tds,col_receptions,col_rec_yards,col_rec_tds,weighted_av,draft_team_av,nfl_games,pro_bowls,all_pro,seasons_started,hof,position_group,missing_outcome,missing_combine,missing_height_weight,missing_college_stats,pick_value,is_early_pick,is_day_3_pick,missing_age,speed_score,burst_score,agility_score,bmi,height_in_z,weight_lbs_z,forty_yard_z,vertical_jump_z,broad_jump_z,bench_reps_z,cone_drill_z,shuttle_z,speed_score_z,burst_score_z,agility_score_z,bmi_z,yards_per_carry,rush_td_rate,reception_rate,yards_from_scrimmage,rush_yards_flag,rec_yards_flag,_split,weighted_av_pred,surplus_value,surplus_value_percentile,pro_bowl_probability,peak_value_percentile,availability_factor,sleeper_score
WillTr06,trayveon-williams-1,00-0035291,Trayveon Williams,RB,2019,6,182,CIN,texas a&m,68.0,206.0,4.51,33.0,121.0,19.0,7.44,4.44,,,,,,600.0,3615.0,34.0,66.0,560.0,1.0,4.0,3.0,75.0,0,0,0,False,skill_run,False,False,False,False,9.56,0,1,True,99.58433979745958,77.0,5.94,31.31877162629758,-1.5946829023137354,-0.7880429646302892,-0.3426790643068891,-0.4620332988590369,0.4128677908253326,-0.2902702310474341,1.419476394367625,1.0698803390140872,-0.2825355779110071,0.125366179629914,1.4051749638398967,0.311807632347383,6.025,0.0566666666666666,0.11,4175.0,False,False,train,6.781763,0.3119259,0.5658362989323843,0.15963963,0.3185053380782918,0.10596504,34.31565206617223
BarnKe00,kenjon-barner-1,00-0030465,Kenjon Barner,RB,2013,6,182,CAR,oregon,69.0,196.0,4.52,35.5,122.0,20.0,6.87,4.2,,,,,,582.0,3623.0,41.0,54.0,591.0,7.0,4.0,0.0,76.0,0,0,0,False,skill_run,False,False,False,False,9.56,0,1,True,93.91443017590456,78.75,5.535,28.94097878596933,-1.04571684125175,-1.3542578025342102,-0.2687755203587527,0.3104361663180377,0.5772795192328759,-0.088953780482278,-0.8675630322484652,-0.4119774979307711,-0.8620328747493355,0.5389609474724121,-0.7536306706995634,-0.9520692993723544,6.225085910652921,0.070446735395189,0.0927835051546391,4214.0,False,False,train,11.367806,4.8979692,0.8078291814946619,0.192848,0.5249110320284698,0.17762198,50.22078727567536
BohaTo00,tommy-bohanon-1,00-0030112,Tommy Bohanon,RB,2013,7,215,NYJ,wake forest,73.0,246.0,4.88,35.0,119.0,36.0,7.27,4.42,,,,,,50.0,160.0,3.0,51.0,405.0,7.0,1.0,1.0,68.0,0,0,1,False,skill_run,False,False,False,False,3.36,0,1,True,86.75326222509706,77.0,5.845,32.45224244698818,1.1501474029961911,1.4768163869853943,2.3917520617742145,0.1559422732826228,0.0840443340102462,3.1321094285602187,0.7373769162540512,0.9463921859353462,-1.593945329565519,0.125366179629914,0.8987884569726129,0.9142855264479176,3.2,0.06,1.02,565.0,False,False,train,2.3453875,-3.1905055,0.21530249110320285,0.13207553,0.01601423487544484,0.03664668,12.30682870900106
HerrDa00,dan-herron-1,00-0029588,Dan Herron,RB,2012,6,191,CIN,ohio st.,70.0,213.0,4.57,35.0,117.0,22.0,6.97,4.04,,,,,,593.0,2872.0,32.0,44.0,309.0,1.0,5.0,0.0,35.0,0,0,0,False,skill_run,False,False,False,False,7.55,0,1,True,97.6663143137112,76.0,5.505,30.55897959183673,-0.4967507801897647,-0.3916925780975446,0.100742199381942,0.1559422732826228,-0.2447791228048401,0.313679120648034,-0.466328045122837,-1.3998827225606767,-0.4785687878362074,-0.1109736877086561,-0.9135421991839692,-0.092047408753214,4.843170320404722,0.0539629005059021,0.0741989881956155,3181.0,False,False,train,8.845842,2.3760052,0.7153024911032029,0.1739758,0.4377224199288256,0.13821629,43.61038995157676
ConnJo00,john-conner-1,00-0027739,John Conner,RB,2010,5,139,NYJ,kentucky,71.0,246.0,4.64,35.0,111.0,24.0,7.15,4.32,,,,,,54.0,247.0,4.0,25.0,193.0,4.0,0.0,0.0,62.0,0,0,1,False,skill_run,False,False,False,False,22.4,0,1,True,106.14344537390376,73.0,5.735,34.30628843483436,0.0522152808722206,1.4768163869853943,0.6180670070189029,0.1559422732826228,-1.2312494932500997,0.7163120217783461,0.2558949317032988,0.328951420541658,0.3878426476565753,-0.819993289724367,0.3124461858631333,1.8997733766270088,4.574074074074074,0.074074074074074,0.4629629629629629,440.0,False,False,train,2.4486558,-5.0322638,0.13167259786476868,0.13266855,0.017793594306049824,0.038260248,9.04135191272878
MichCh00,christine-michael-1,00-0030432,Christine Michael,RB,2013,2,62,SEA,texas a&m,70.0,220.0,4.54,43.0,125.0,27.0,6.69,4.02,,,,,,529.0,2791.0,34.0,44.0,323.0,1.0,9.0,8.0,38.0,0,0,1,False,skill_run,False,False,False,False,58.86,0,0,True,103.56887648770144,84.0,5.355,31.56326530612245,-0.4967507801897647,0.0046578084351999,-0.1209684324624735,2.6278445618492614,1.0705147044555057,1.3202613734738142,-1.5897860090745974,-1.5233708756394175,0.1247069348038654,1.779745250999906,-1.713099841605988,0.4417642528910245,5.275992438563328,0.0642722117202268,0.0831758034026465,3114.0,False,False,train,11.747077,-16.161785,0.017793594306049824,0.19581702,0.5373665480427047,0.18354808,19.046377209263767
BradAl00,allen-bradford-1,00-0028125,Allen Bradford,RB,2011,6,187,TAM,southern california,71.0,242.0,4.53,29.0,113.0,28.0,6.97,4.39,,,,,,267.0,1585.0,16.0,14.0,176.0,4.0,1.0,0.0,19.0,0,0,0,False,skill_run,False,False,False,False,8.41,0,1,True,114.93506707017468,71.0,5.68,33.74846260662567,0.0522152808722206,1.250330451823826,-0.1948719764106098,-1.6979844431423563,-0.9024260364350132,1.52157782403897,-0.466328045122837,0.7611599563172377,1.286396830680209,-1.2926730244015074,0.0192750503083887,1.6032701723810543,5.936329588014981,0.0599250936329588,0.0524344569288389,1761.0,False,False,train,2.9712257,-3.4986115,0.20818505338078291,0.13570406,0.037366548042704624,0.046425402,12.71732222931824
FranJo01,johnathan-franklin-1,00-0030078,Johnathan Franklin,RB,2013,4,125,GNB,ucla,70.0,205.0,4.49,31.5,115.0,18.0,6.89,4.31,,,,,,788.0,4403.0,31.0,58.0,517.0,3.0,1.0,1.0,11.0,0,0,0,False,skill_run,False,False,False,False,27.74,0,0,True,100.87847137826606,73.25,5.6,29.41122448979592,-0.4967507801897647,-0.8446644484206813,-0.4904861522031618,-0.9255149779652816,-0.5736025796199266,-0.4915866816125901,-0.787316034823341,0.2672073440022848,-0.1502679047228074,-0.7609083228897244,-0.4071556923166899,-0.7021178792037717,5.58756345177665,0.0393401015228426,0.0736040609137055,4920.0,False,False,train,7.2409654,-4.4909797,0.14412811387900357,0.16274397,0.3540925266903915,0.113140084,18.36465640450924
SankBi00,bishop-sankey-1,00-0031413,Bishop Sankey,RB,2014,2,54,TEN,washington,69.0,209.0,4.49,35.5,126.0,26.0,6.75,4.0,,,,,,644.0,3496.0,37.0,67.0,567.0,1.0,6.0,6.0,29.0,0,0,1,False,skill_run,False,False,False,False,63.63,0,0,True,102.84683179540296,80.75,5.375,30.86053350136526,-1.04571684125175,-0.618178513259113,-0.4904861522031618,0.3104361663180377,1.2349264328630487,1.118944922908658,-1.3490450167992212,-1.646859028718153,0.0509098242127661,1.0116406821495525,-1.6064921559497207,0.0682386445391288,5.428571428571429,0.0574534161490683,0.1040372670807453,4063.0,False,False,train,11.846016,-16.062845,0.019572953736654804,0.19659722,0.5409252669039146,0.185094,19.235248134017414
RoysEv00,evan-royster-1,00-0028115,Evan Royster,RB,2011,6,177,WAS,penn st.,72.0,212.0,4.65,34.0,113.0,20.0,7.07,4.18,,,,,,686.0,3932.0,29.0,61.0,562.0,3.0,4.0,4.0,32.0,0,0,0,False,skill_run,False,False,False,False,10.77,0,1,True,90.68888137871588,73.5,5.625,28.749228395061728,0.601181341934206,-0.4483140618879367,0.6919705509670458,-0.153045512788207,-0.9024260364350132,-0.088953780482278,-0.0650930579972052,-0.535465651009512,-1.191702469778671,-0.7018233560550818,-0.273896085246351,-1.0539910865045383,5.7317784256559765,0.0422740524781341,0.0889212827988338,4494.0,False,False,train,12.28916,5.8193226,0.8398576512455516,0.20012039,0.5658362989323843,0.19201812,52.75380261984797
JamiJa00,jawan-jamison-1,00-0030415,Jawan Jamison,RB,2013,7,228,WAS,rutgers,67.0,203.0,4.68,29.0,110.0,20.0,,,1.0,1.0,16.0,1.0,0.0,486.0,1972.0,13.0,36.0,385.0,2.0,,,,0,0,0,False,skill_run,True,True,False,False,1.78,0,1,True,84.6335623369776,69.5,,31.790822009356205,-2.1436489633757208,-0.9579074160014656,0.9136811828114548,-1.6979844431423563,-1.3956612216576427,-0.088953780482278,,,-1.8105908208100243,-1.647182825409363,,0.5627183002737374,4.05761316872428,0.0267489711934156,0.074074074074074,2357.0,False,False,train,9.755624,4.219731,0.791814946619217,0.1806102,0.47153024911032027,0.15243162,47.76403922322488
FowlJa00,jalston-fowler-1,00-0032130,Jalston Fowler,RB,2015,4,108,TEN,alabama,71.0,254.0,4.94,33.5,114.0,23.0,7.56,4.4,,,,,,112.0,738.0,5.0,19.0,150.0,7.0,0.0,0.0,42.0,0,0,1,False,skill_run,False,False,False,False,35.0,0,0,True,85.30135237991863,73.75,5.98,35.421940091251734,0.0522152808722206,1.929788257308531,2.8351733254630456,-0.3075394058236219,-0.7380143080274698,0.5149955712131901,1.9009583789183773,0.8229040328566108,-1.7423388466923593,-0.6427383892204392,1.618390335152436,2.492779785118922,6.589285714285714,0.0446428571428571,0.1696428571428571,888.0,False,False,train,3.2931597,-8.438786,0.06405693950177936,0.13760312,0.0498220640569395,0.051455624,7.339893822687483
AlleJa01,javorius-allen-1,00-0031577,Javorius Allen,RB,2015,4,125,BAL,southern california,72.0,221.0,4.53,35.5,121.0,11.0,6.96,4.28,,,,,,417.0,2306.0,25.0,63.0,710.0,2.0,14.0,14.0,64.0,0,0,0,False,skill_run,False,False,False,False,27.74,0,0,True,104.96136290292812,78.25,5.62,29.96971450617284,0.601181341934206,0.061279292225592,-0.1948719764106098,0.3104361663180377,0.4128677908253326,-1.9008018355686824,-0.5064515438353991,0.0819751143841816,0.2670270364224604,0.4207910138031269,-0.3005480066604178,-0.4052616365896656,5.5299760191846525,0.0599520383693045,0.1510791366906475,3016.0,False,False,train,10.501659,-1.2302856,0.36476868327402134,0.18619642,0.4875444839857651,0.16408843,31.347334126931912
DaviMi01,mike-davis-9,00-0032063,Mike Davis,RB,2015,4,126,SFO,south carolina,69.0,217.0,4.61,34.0,116.0,17.0,7.0,4.18,,,,,,454.0,2440.0,22.0,70.0,755.0,2.0,20.0,1.0,87.0,0,0,2,False,skill_run,False,False,False,False,27.34,0,0,True,96.0917334566631,75.0,5.59,32.041797941608905,-1.04571684125175,-0.1652066429359762,0.3963563751744939,-0.153045512788207,-0.4091908512123834,-0.6929031321777461,-0.3459575489851471,-0.535465651009512,-0.6394999862531772,-0.3473135550472264,-0.4604595351448236,0.6961204561769637,5.3744493392070485,0.0484581497797356,0.1541850220264317,3195.0,False,False,train,16.554485,4.8225403,0.802491103202847,0.23644388,0.6797153024911032,0.25866383,55.596104459671366
AjayJa00,jay-ajayi-1,00-0031590,Jay Ajayi,RB,2015,5,149,MIA,boise st.,72.0,221.0,4.57,39.0,121.0,19.0,7.1,4.1,,,,,,678.0,3796.0,50.0,73.0,771.0,5.0,19.0,14.0,45.0,1,0,2,False,skill_run,False,False,False,False,18.93,0,1,True,101.33453269169097,80.0,5.6,29.96971450617284,0.601181341934206,0.061279292225592,0.100742199381942,1.3918934175659423,0.4128677908253326,-0.2902702310474341,0.0552774381404811,-1.0294182633244648,-0.1036558216452306,0.8343857816456248,-0.4071556923166899,-0.4052616365896656,5.59882005899705,0.0737463126843657,0.107669616519174,4567.0,False,False,train,15.458035,7.9771156,0.8807829181494662,0.2266897,0.6583629893238434,0.2415318,57.76300674629169
ArmsRy00,ryquell-armstead-1,00-0035268,Ryquell Armstead,RB,2019,5,140,JAX,temple,71.0,220.0,4.45,30.0,114.0,22.0,7.02,4.29,,,,,,573.0,2812.0,34.0,29.0,175.0,0.0,2.0,2.0,18.0,0,0,0,False,skill_run,False,False,False,False,22.04,0,1,True,112.20510915445304,72.0,5.654999999999999,30.68042055147788,0.0522152808722206,0.0046578084351999,-0.7861003279957137,-1.3889966570715264,-0.7380143080274698,0.313679120648034,-0.2657105515600229,0.1437191909235494,1.007379467400049,-1.0563331570629373,-0.1139845567619501,-0.0274974509717099,4.907504363001745,0.0593368237347294,0.0506108202443281,2987.0,False,False,train,6.2995596,-1.1813602,0.3736654804270463,0.15643163,0.28647686832740216,0.09843062,25.773401449822238
ScarJo00,jordan-scarlett-1,00-0035275,Jordan Scarlett,RB,2019,5,154,CAR,florida,71.0,208.0,4.47,30.0,116.0,21.0,7.37,4.63,,,,,,344.0,1846.0,12.0,15.0,108.0,0.0,0.0,0.0,10.0,0,0,0,False,skill_run,False,False,False,False,17.31,0,1,True,104.19892491456235,73.0,6.0,29.00694306685181,0.0522152808722206,-0.6747999970495051,-0.638293240099441,-1.3889966570715264,-0.4091908512123834,0.1123626700828779,1.138611903379683,2.243017793262096,0.1891014991995873,-0.819993289724367,1.7249980208087037,-0.91700706370958,5.366279069767442,0.0348837209302325,0.0436046511627907,1954.0,False,False,train,6.469694,-1.0112257,0.3932384341637011,0.15755746,0.29359430604982206,0.10108898,26.77435246902747
WillKa01,karlos-williams-1,00-0032152,Karlos Williams,RB,2015,5,155,BUF,florida st.,73.0,230.0,4.48,33.5,117.0,16.0,7.16,4.46,,,,,,241.0,1419.0,22.0,37.0,328.0,1.0,4.0,4.0,11.0,0,0,0,False,skill_run,False,False,False,False,16.99,0,1,True,114.19465471336808,75.25,5.8100000000000005,30.34152749108651,1.1501474029961911,0.5708726463391209,-0.5643896961512981,-0.3075394058236219,-0.2447791228048401,-0.8942195827429021,0.2960184304158609,1.1933684920928227,1.210722439384101,-0.2882285882125839,0.7122250070741452,-0.2076305197925537,5.8879668049792535,0.0912863070539419,0.1535269709543568,1747.0,False,False,train,5.250771,-2.2301488,0.27402135231316727,0.14963567,0.16370106761565836,0.0820433,18.86845484800186
WareSp00,spencer-ware-1,00-0030414,Spencer Ware,RB,2013,6,194,SEA,louisiana state,70.0,228.0,4.62,,,,,,1.0,2.0,39.0,1.0,0.0,295.0,1249.0,10.0,39.0,404.0,2.0,17.0,0.0,43.0,0,0,1,False,skill_run,False,True,False,False,6.94,0,1,True,100.09144069551532,,,32.711020408163265,-0.4967507801897647,0.4576296787583367,0.4702599191226303,,,,,,-0.2307069564228579,,,1.051834723341582,4.233898305084746,0.0338983050847457,0.1322033898305084,1653.0,False,False,train,8.804259,2.334422,0.7117437722419929,0.1736772,0.4306049822064057,0.13756655,43.306725685918884
TaylSt00,stepfan-taylor-1,00-0030282,Stepfan Taylor,RB,2013,5,140,ARI,stanford,69.0,214.0,4.76,30.0,110.0,17.0,7.13,4.5,,,,,,843.0,4300.0,40.0,97.0,778.0,5.0,3.0,3.0,61.0,0,0,0,False,skill_run,False,False,False,False,22.04,0,1,True,83.37118187600791,70.0,5.815,31.598823776517538,-1.04571684125175,-0.3350710943071525,1.5049095343965586,-1.3889966570715264,-1.3956612216576427,-0.6929031321777461,0.175647934278171,1.440344798250299,-1.9396133473653647,-1.5290128917400778,0.7388769284882072,0.4606647768127751,5.100830367734282,0.0474495848161328,0.1150652431791221,5078.0,False,False,train,8.070812,0.5898924,0.5960854092526691,0.16847704,0.39501779359430605,0.12610644,37.63544215611928
AlleBr20,brian-allen-2,00-0021311,Brian Allen,RB,2002,6,204,IND,stanford,69.0,209.0,4.46,33.0,112.0,19.0,6.9,4.08,,,,,,2.0,3.0,0.0,21.0,247.0,1.0,0.0,0.0,4.0,0,0,0,False,skill_run,False,False,False,False,5.07,0,1,True,105.64205650925145,72.5,5.49,30.86053350136526,-1.04571684125175,-0.618178513259113,-0.7121967840475774,-0.4620332988590369,-1.0668377648425562,-0.2902702310474341,-0.7471925361107753,-1.1529064164032004,0.3365978287574748,-0.938163223393652,-0.9934979634261696,0.0682386445391288,1.5,0.0,10.5,250.0,False,False,train,4.1758323,-2.294005,0.2669039145907473,0.14292464,0.11743772241992882,0.06524738,17.188351348943982
EwinBr00,bradie-ewing-1,00-0029420,Bradie Ewing,RB,2012,5,157,ATL,wisconsin,72.0,239.0,4.73,36.5,120.0,14.0,7.14,4.16,,,,,,7.0,33.0,2.0,28.0,328.0,2.0,0.0,0.0,2.0,0,0,0,False,skill_run,False,False,False,False,16.37,0,1,True,95.49559382499996,78.25,5.65,32.41068672839506,0.601181341934206,1.0804660004526496,1.2831989025521495,0.6194239523888676,0.2484560624177894,-1.2968524838732145,0.2157714329907331,-0.6589538040882474,-0.7004288772135673,0.4207910138031269,-0.1406364781760122,0.8921972632400823,4.714285714285714,0.2857142857142857,4.0,361.0,False,False,train,2.5382056,-4.942714,0.13523131672597866,0.13318461,0.019572953736654804,0.039659463,9.257593292981598
DwyeJo00,jonathan-dwyer-1,00-0027786,Jonathan Dwyer,RB,2010,6,188,PIT,georgia tech,71.0,229.0,4.64,33.0,107.0,15.0,7.56,4.67,,,,,,517.0,3226.0,35.0,15.0,263.0,1.0,8.0,8.0,38.0,0,0,1,False,skill_run,False,False,False,False,8.19,0,1,True,98.8083292301787,70.0,6.115,31.93552866494743,0.0522152808722206,0.5142511625487288,0.6180670070189029,-0.4620332988590369,-1.8888964068802725,-1.0955360333080582,1.9009583789183773,2.4899940994195724,-0.3618483105774433,-1.5290128917400778,2.3379922133322544,0.6396347585816928,6.239845261121856,0.0676982591876208,0.0290135396518375,3489.0,False,False,train,7.823808,1.353971,0.6476868327402135,0.16675393,0.3861209964412811,0.122247,39.40991210449633
MareOw00,owen-marecic-1,00-0028062,Owen Marecic,RB,2011,4,124,CLE,stanford,72.0,248.0,4.87,28.5,102.0,22.0,7.1,4.56,,,,,,36.0,67.0,9.0,25.0,258.0,1.0,0.0,0.0,24.0,0,0,0,False,skill_run,False,False,False,False,28.15,0,0,True,88.17913446510137,65.25,5.83,33.63117283950617,0.601181341934206,1.5900593545661783,2.317848517826078,-1.8524783361777712,-2.710955048917989,0.313679120648034,0.0552774381404811,1.810809257486511,-1.4482130050892967,-2.6516272615982865,0.8188326927304124,1.540926713154953,1.8611111111111112,0.25,0.6944444444444444,325.0,False,False,train,2.797086,-8.934859,0.05338078291814947,0.13468605,0.02491103202846975,0.04370447,6.201262407044606
ChubNi00,nick-chubb-1,00-0034791,Nick Chubb,RB,2018,2,35,CLE,georgia,71.0,227.0,4.52,38.5,128.0,29.0,7.09,4.25,,,,,,758.0,4769.0,44.0,31.0,361.0,4.0,49.0,47.0,100.0,4,0,5,False,skill_run,False,False,False,False,75.73,0,0,True,108.76824311188948,83.25,5.67,31.656615750843088,0.0522152808722206,0.4010081949679446,-0.2687755203587527,1.2373995245305274,1.5637498896781352,1.7228942746041265,0.015153939427919,-0.1032571152339269,0.656112037370925,1.6024903504959782,-0.0340287925197448,0.4913831564587155,6.29155672823219,0.0580474934036939,0.0408970976253298,5130.0,False,False,train,49.592583,21.683722,0.9786476868327402,0.61766034,0.9644128113879004,0.7748841,86.28505386067455
CookJa00,jameel-cook-1,00-0020391,Jameel Cook,RB,2001,6,174,TAM,illinois,70.0,226.0,4.8,29.5,108.0,17.0,7.55,4.38,,,,,,230.0,1503.0,14.0,67.0,730.0,6.0,4.0,2.0,109.0,0,0,2,False,skill_run,False,False,False,False,11.54,0,1,True,85.14781057098766,68.75,5.965,32.42408163265306,-0.4967507801897647,0.3443867111775525,1.8005237101891107,-1.5434905501069414,-1.724484678472729,-0.6929031321777461,1.8608348802058152,0.6994158797778699,-1.7580317005764674,-1.824437725913291,1.538434570910231,0.8993171057289442,6.534782608695652,0.0608695652173913,0.2913043478260869,2233.0,False,False,train,4.5124183,-1.9574189,0.297153024911032,0.1449986,0.1387900355871886,0.070506535,18.972024375844573
LascDa00,daniel-lasco-1,00-0032804,Daniel Lasco,RB,2016,7,237,NOR,california,72.0,209.0,4.46,41.5,135.0,23.0,7.22,4.26,,,,,,348.0,1872.0,18.0,48.0,458.0,2.0,0.0,0.0,10.0,0,0,0,False,skill_run,False,False,False,False,0.98,0,1,True,105.64205650925145,88.25,5.74,28.342399691358025,0.601181341934206,-0.618178513259113,-0.7121967840475774,2.164362882743017,2.714631988530938,0.5149955712131901,0.5367594226912371,-0.0415130386945592,0.3365978287574748,2.7841896871888294,0.3390981072772001,-1.2702342364761623,5.379310344827586,0.0517241379310344,0.1379310344827586,2330.0,False,False,train,5.5219994,-0.013893604,0.49110320284697506,0.1513695,0.19395017793594305,0.08628124,28.276146490431763
HillBr02,brian-hill-4,00-0033567,Brian Hill,RB,2017,5,156,ATL,wyoming,73.0,219.0,4.54,34.0,125.0,15.0,7.03,4.32,,,,,,775.0,4287.0,35.0,41.0,403.0,0.0,9.0,8.0,48.0,0,0,0,False,skill_run,False,False,False,False,16.68,0,1,True,103.09810886730278,79.5,5.675000000000001,28.89041095890411,1.1501474029961911,-0.051963675355192,-0.1209684324624735,-0.153045512788207,1.0705147044555057,-1.0955360333080582,-0.2255870528474572,0.328951420541658,0.0765917827698885,0.7162158479763397,-0.0073768711056733,-0.9789478015828788,5.531612903225806,0.0451612903225806,0.0529032258064516,4690.0,False,False,train,10.838809,3.3578892,0.7597864768683275,0.18876429,0.505338078291815,0.16935639,47.66063438668795
SandMi01,miles-sanders-1,00-0035243,Miles Sanders,RB,2019,2,53,PHI,penn st.,71.0,211.0,4.49,36.0,124.0,20.0,6.89,4.19,,,,,,275.0,1646.0,12.0,32.0,193.0,1.0,34.0,29.0,88.0,1,0,4,False,skill_run,False,False,False,False,64.24,0,0,True,103.8310120039714,80.0,5.54,29.42531243800833,0.0522152808722206,-0.5049355456783288,-0.4904861522031618,0.4649300593534526,0.9061029760479624,-0.088953780482278,-0.787316034823341,-0.4737215744701388,0.1514986886805544,0.8343857816456248,-0.7269787492854966,-0.6946296605251128,5.985454545454545,0.0436363636363636,0.1163636363636363,1839.0,False,False,train,26.114344,-1.7945175,0.3113879003558719,0.333081,0.8202846975088968,0.40803662,43.6835626419965
ThomAn01,anthony-thomas-2,00-0020403,Anthony Thomas,RB,2001,2,38,CHI,michigan,74.0,229.0,4.58,32.5,115.0,20.0,7.48,4.44,,,,,,243.0,1890.0,26.0,113.0,1296.0,15.0,27.0,22.0,86.0,0,0,3,False,skill_run,False,False,False,False,73.75,0,0,True,104.08869555963452,73.75,5.960000000000001,29.39864864864865,1.6991134640581766,0.5142511625487288,0.1746457433300784,-0.6165271918944518,-0.5736025796199266,-0.088953780482278,1.579970389217877,1.0698803390140872,0.177835426638207,-0.6427383892204392,1.5117826494961688,-0.7088023620794176,7.777777777777778,0.1069958847736625,0.4650205761316872,3186.0,False,False,train,30.535625,2.6267643,0.7259786476868327,0.38385466,0.8647686832740213,0.47711915,63.553995974759616
PierBe00,bernard-pierce-1,00-0029264,Bernard Pierce,RB,2012,3,84,BAL,temple,72.0,218.0,4.45,36.5,123.0,17.0,7.07,4.28,,,,,,639.0,3381.0,50.0,19.0,178.0,1.0,10.0,10.0,52.0,0,0,0,False,skill_run,False,False,False,False,46.68,0,0,True,111.18506270759435,79.75,5.675000000000001,29.562885802469136,0.601181341934206,-0.1085851591455841,-0.7861003279957137,0.6194239523888676,0.741691247640419,-0.6929031321777461,-0.0650930579972052,0.0819751143841816,0.9031248675812206,0.7753008148109823,-0.0073768711056733,-0.6215047865612893,5.291079812206573,0.0782472613458529,0.0297339593114241,3559.0,False,False,train,15.529173,-3.657524,0.20106761565836298,0.22731383,0.6637010676156584,0.24264333,30.71586958507202
CookDa01,dalvin-cook-1,00-0033893,Dalvin Cook,RB,2017,2,41,MIN,florida st.,70.0,210.0,4.49,30.5,116.0,22.0,7.27,4.53,,,,,,687.0,4464.0,46.0,79.0,935.0,2.0,52.0,51.0,90.0,4,0,5,False,skill_run,False,False,False,False,71.8,0,0,True,103.33892189968718,73.25,5.9,30.12857142857143,-0.4967507801897647,-0.5615570294687209,-0.4904861522031618,-1.2345027640361117,-0.4091908512123834,0.313679120648034,0.7373769162540512,1.6255770278684076,0.1012042564466602,-0.7609083228897244,1.1919595925273574,-0.3208238351721729,6.497816593886463,0.0669577874818049,0.1149927219796215,5399.0,False,False,train,47.71263,19.80377,0.9715302491103203,0.59523064,0.9572953736654805,0.74550986,84.82192762434696
CartDe01,delone-carter-1,00-0028057,Delone Carter,RB,2011,4,119,IND,syracuse,69.0,222.0,4.54,37.0,120.0,27.0,6.92,4.07,,,,,,646.0,3104.0,24.0,28.0,208.0,1.0,3.0,3.0,27.0,0,0,0,False,skill_run,False,False,False,False,30.21,0,0,True,104.51041172849872,78.5,5.495,32.780088216761186,-1.04571684125175,0.1179007760159841,-0.1209684324624735,0.7739178454242825,0.2484560624177894,1.3202613734738142,-0.6669455386856511,-1.214650492942568,0.220937238871818,0.4798759806377695,-0.9668460420121028,1.0885465884506118,4.804953560371517,0.0371517027863777,0.0433436532507739,3312.0,False,False,train,8.224018,-3.507927,0.20640569395017794,0.1695529,0.400355871886121,0.12850028,22.22440925874214
WashCh00,chauncey-washington-1,00-0026353,Chauncey Washington,RB,2008,7,213,JAX,southern california,71.0,211.0,4.45,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,30.0,1.0,122.0,1497.0,4.0,0.0,0.0,11.0,0,0,0,False,skill_run,False,True,False,False,3.64,0,1,True,107.61490014358904,,,29.42531243800833,0.0522152808722206,-0.5049355456783288,-0.7861003279957137,,,,,,0.538233768215325,,,-0.6946296605251128,,,,1527.0,False,False,train,5.9454336,0.40954065,0.5747330960854092,0.15410927,0.25622775800711745,0.0928974,33.05401254538115
HuntKe00,kendall-hunter-1,00-0028053,Kendall Hunter,RB,2011,4,115,SFO,oklahoma st.,67.0,199.0,4.46,35.0,122.0,24.0,6.74,4.21,,,,,,708.0,4181.0,37.0,63.0,519.0,2.0,12.0,12.0,45.0,0,0,0,False,skill_run,False,False,False,False,31.91,0,0,True,100.58741265713417,78.5,5.475,31.164401871240813,-2.1436489633757208,-1.1843933511630338,-0.7121967840475774,0.1559422732826228,0.5772795192328759,0.7163120217783461,-1.3891685155117832,-0.3502334213914034,-0.1800157760955615,0.4798759806377695,-1.0734537276683749,0.2297549114112143,5.905367231638418,0.0522598870056497,0.0889830508474576,4700.0,False,False,train,16.999828,5.2678833,0.8202846975088968,0.24048756,0.6850533807829181,0.26562232,56.63465338245406
RidlSt00,stevan-ridley-1,00-0028011,Stevan Ridley,RB,2011,3,73,NWE,louisiana state,71.0,225.0,4.65,36.0,118.0,18.0,6.78,4.21,,,,,,306.0,1419.0,19.0,17.0,94.0,0.0,25.0,23.0,73.0,0,0,1,False,skill_run,False,False,False,False,52.59,0,0,True,96.2499920292975,77.0,5.495,31.37770283673874,0.0522152808722206,0.2877652273871604,0.6919705509670458,0.4649300593534526,-0.0803673943972969,-0.4915866816125901,-1.2286745206615313,-0.3502334213914034,-0.6233250520541428,0.125366179629914,-0.9668460420121028,0.3431315543357363,4.637254901960785,0.0620915032679738,0.0555555555555555,1513.0,False,False,train,25.734818,6.5481205,0.8594306049822064,0.3288791,0.8167259786476868,0.40210652,65.33145630380861
