pfr_id,cfb_id,gsis_id,player_name,position,draft_year,draft_round,draft_pick,draft_team,college,height_in,weight_lbs,forty_yard,vertical_jump,broad_jump,bench_reps,cone_drill,shuttle,col_pass_completions,col_pass_attempts,col_pass_yards,col_pass_tds,col_pass_ints,col_rush_attempts,col_rush_yards,col_rush_tds,col_receptions,col_rec_yards,col_rec_tds,weighted_av,draft_team_av,nfl_games,pro_bowls,all_pro,seasons_started,hof,position_group,missing_outcome,missing_combine,missing_height_weight,missing_college_stats,pick_value,is_early_pick,is_day_3_pick,missing_age,speed_score,burst_score,agility_score,bmi,height_in_z,weight_lbs_z,forty_yard_z,vertical_jump_z,broad_jump_z,bench_reps_z,cone_drill_z,shuttle_z,speed_score_z,burst_score_z,agility_score_z,bmi_z,yards_per_carry,rush_td_rate,reception_rate,yards_from_scrimmage,rush_yards_flag,rec_yards_flag,_split,weighted_av_pred,surplus_value,surplus_value_percentile,pro_bowl_probability,peak_value_percentile,availability_factor,sleeper_score
MathRy00,ryan-mathews-1,00-0027864,Ryan Mathews,RB,2010,1,12,SDG,fresno st.,72.0,218.0,4.37,36.0,121.0,19.0,7.0,4.33,0.0,1.0,0.0,0.0,0.0,534.0,3280.0,39.0,19.0,268.0,2.0,44.0,37.0,86.0,1,0,5,False,skill_run,False,False,False,False,91.78,1,0,True,119.5530723552624,78.5,5.665,29.562885802469136,0.601181341934206,-0.1085851591455841,-1.3773286795808175,0.4649300593534526,0.4128677908253326,-0.2902702310474341,-0.3459575489851471,0.3906954970810258,1.7583834685835311,0.4798759806377695,-0.0606807139338117,-0.6215047865612893,6.142322097378277,0.0730337078651685,0.0355805243445692,3548.0,False,False,train,43.37731,-1.2892227,0.35765124555160144,0.54211634,0.9252669039145908,0.6777705,57.20912543320995
AbduAm00,ameer-abdullah-1,00-0032104,Ameer Abdullah,RB,2015,2,54,DET,nebraska,69.0,205.0,4.6,42.5,130.0,24.0,6.79,3.95,0.0,1.0,0.0,0.0,0.0,813.0,4588.0,39.0,73.0,690.0,7.0,22.0,10.0,154.0,0,0,2,False,skill_run,False,False,False,False,63.63,0,0,True,91.56985573950924,86.25,5.37,30.269901281243435,-1.04571684125175,-0.8446644484206813,0.322452831226351,2.473350668813847,1.8925733464932213,0.7163120217783461,-1.1885510219489692,-1.9555794114149967,-1.1016618351408964,2.311509952511689,-1.6331440773637875,-0.2457022612797905,5.64329643296433,0.047970479704797,0.0897908979089791,5278.0,False,False,train,22.846537,-5.0623245,0.12811387900355872,0.29782572,0.7829181494661922,0.35697713,33.87897540056197
WhitJa02,james-white-2,00-0031062,James White,RB,2014,4,130,NWE,wisconsin,69.0,204.0,4.57,32.0,114.0,23.0,7.05,4.2,1.0,2.0,3.0,1.0,0.0,643.0,4015.0,45.0,73.0,670.0,3.0,37.0,37.0,95.0,0,0,0,False,skill_run,False,False,False,False,25.77,0,0,True,93.53956863848396,73.0,5.625,30.12224322621298,-1.04571684125175,-0.9012859322110734,0.100742199381942,-0.7710210849298668,-0.7380143080274698,0.5149955712131901,-0.145340055422333,-0.4119774979307711,-0.9003458748010578,-0.819993289724367,-0.273896085246351,-0.3241874877345194,6.244167962674961,0.0699844479004665,0.1135303265940902,4685.0,False,False,train,30.644972,18.913027,0.9679715302491103,0.38514858,0.8665480427046264,0.47882766,73.32934716524178
HardMo00,montario-hardesty-1,00-0027666,Montario Hardesty,RB,2010,2,59,CLE,tennessee,72.0,225.0,4.49,41.0,124.0,21.0,6.87,4.14,0.0,1.0,0.0,0.0,0.0,560.0,2391.0,26.0,38.0,405.0,1.0,4.0,4.0,23.0,0,0,0,False,skill_run,False,False,False,False,60.63,0,0,True,110.72027346395056,82.5,5.505,30.51215277777778,0.601181341934206,0.2877652273871604,-0.4904861522031618,2.009868989707602,0.9061029760479624,0.1123626700828779,-0.8675630322484652,-0.7824419571669884,0.8556207399550634,1.4252354499920503,-0.9135421991839692,-0.1169374366274987,4.269642857142857,0.0464285714285714,0.0678571428571428,2796.0,False,False,train,8.03794,-19.870922,0.008896797153024912,0.16824691,0.3914590747330961,0.12559281,14.061847838218528
GerhTo00,toby-gerhart-1,00-0027888,Toby Gerhart,RB,2010,2,51,MIN,stanford,72.0,231.0,4.5,38.0,118.0,22.0,6.94,4.25,1.0,1.0,18.0,1.0,0.0,671.0,3522.0,43.0,39.0,395.0,0.0,16.0,13.0,82.0,0,0,0,False,skill_run,False,False,False,False,65.47,0,0,True,112.665752171925,78.0,5.595000000000001,31.325810185185187,0.601181341934206,0.6274941301295129,-0.4165826082550254,1.0829056314951124,-0.0803673943972969,0.313679120648034,-0.5866985412605233,-0.1032571152339269,1.0544598269207082,0.3617060469684843,-0.433807613730752,0.3155488633157505,5.248882265275708,0.0640834575260804,0.0581222056631892,3917.0,False,False,train,26.797644,-1.1112175,0.38256227758007116,0.34071314,0.8274021352313167,0.41871318,47.03906091506796
VereSh00,shane-vereen-1,00-0027994,Shane Vereen,RB,2011,2,56,NWE,california,70.0,210.0,4.49,34.0,115.0,31.0,6.95,4.28,0.0,3.0,0.0,0.0,0.0,556.0,2834.0,29.0,74.0,674.0,6.0,25.0,16.0,79.0,0,0,1,False,skill_run,False,False,False,False,62.42,0,0,True,103.33892189968718,74.5,5.615,30.12857142857143,-0.4967507801897647,-0.5615570294687209,-0.4904861522031618,-0.153045512788207,-0.5736025796199266,2.1255271757344385,-0.5465750425479612,0.0819751143841816,0.1012042564466602,-0.4654834887165116,-0.3271999280744846,-0.3208238351721729,5.097122302158273,0.0521582733812949,0.1330935251798561,3508.0,False,False,train,20.24382,-7.665041,0.0693950177935943,0.27134508,0.7473309608540926,0.3163097,29.475515615261326
BallMo00,montee-ball-1,00-0030522,Montee Ball,RB,2013,2,58,DEN,wisconsin,70.0,214.0,4.66,32.0,118.0,15.0,6.88,4.4,2.0,2.0,57.0,1.0,0.0,924.0,5140.0,77.0,59.0,598.0,6.0,7.0,7.0,21.0,0,0,0,False,skill_run,False,False,False,False,61.22,0,0,True,90.76117345343056,75.0,5.640000000000001,30.70244897959184,-0.4967507801897647,-0.3350710943071525,0.7658740949151822,-0.7710210849298668,-0.0803673943972969,-1.0955360333080582,-0.827439533535903,0.8229040328566108,-1.1843138049363369,-0.3473135550472264,-0.1939403210041458,-0.015788599946895,5.562770562770563,0.0833333333333333,0.0638528138528138,5738.0,False,False,train,17.802486,-10.106375,0.04448398576512456,0.24789406,0.7064056939501779,0.27816385,26.428631513091172
SimsCh00,charles-sims-1,00-0031390,Charles Sims,RB,2014,3,69,TAM,west virginia,72.0,214.0,4.48,37.5,126.0,17.0,7.16,4.3,0.0,1.0,0.0,0.0,0.0,592.0,3465.0,40.0,203.0,2108.0,11.0,13.0,13.0,47.0,0,0,0,False,skill_run,False,False,False,False,54.83,0,0,True,106.2506787333077,81.75,5.73,29.0204475308642,0.601181341934206,-0.3350710943071525,-0.5643896961512981,0.9284117384596976,1.2349264328630487,-0.6929031321777461,0.2960184304158609,0.2054632674629171,0.3988025122846169,1.2479805494881229,0.2857942644490664,-0.909828986523456,5.85304054054054,0.0675675675675675,0.3429054054054054,5573.0,False,False,train,23.248547,4.0618496,0.7829181494661922,0.30204624,0.7864768683274022,0.36325854,60.3523587963123
FreeRo00,royce-freeman-1,00-0034838,Royce Freeman,RB,2018,3,71,DEN,oregon,71.0,229.0,4.54,34.0,118.0,17.0,6.9,4.16,1.0,1.0,26.0,1.0,0.0,947.0,5621.0,60.0,79.0,814.0,4.0,13.0,9.0,79.0,0,0,0,False,skill_run,False,False,False,False,53.7,0,0,True,107.80578507128922,76.0,5.53,31.93552866494743,0.0522152808722206,0.5142511625487288,-0.1209684324624735,-0.153045512788207,-0.0803673943972969,-0.6929031321777461,-0.7471925361107753,-0.6589538040882474,0.5577433031096554,-0.1109736877086561,-0.7802825921136302,0.6396347585816928,5.93558606124604,0.0633579725448785,0.0834213305174234,6435.0,False,False,train,18.093365,-1.0933323,0.3879003558718861,0.2506156,0.7153024911032029,0.28270882,40.4885529130167
BellLe00,leveon-bell-1,00-0030496,Le'Veon Bell,RB,2013,2,48,PIT,michigan st.,73.0,230.0,4.6,31.5,118.0,24.0,6.75,4.24,1.0,1.0,29.0,0.0,0.0,671.0,3346.0,33.0,78.0,531.0,1.0,61.0,55.0,96.0,3,2,5,False,skill_run,False,False,False,False,67.34,0,0,True,102.73691131749818,74.75,5.495,30.34152749108651,1.1501474029961911,0.5708726463391209,0.322452831226351,-0.9255149779652816,-0.0803673943972969,0.7163120217783461,-1.3490450167992212,-0.1650011917732947,0.0396753206554556,-0.406398521881869,-0.9668460420121028,-0.2076305197925537,4.986587183308495,0.0491803278688524,0.1162444113263785,3877.0,False,False,train,48.80986,20.901,0.9750889679715302,0.6083765,0.9608540925266904,0.76265407,85.64125299400706
McGuEl00,elijah-mcguire-1,00-0033295,Elijah McGuire,RB,2017,6,188,NYJ,louisiana,70.0,214.0,4.53,36.0,120.0,15.0,7.26,4.56,0.0,3.0,0.0,0.0,0.0,711.0,4312.0,42.0,129.0,1383.0,10.0,6.0,6.0,24.0,0,0,0,False,skill_run,False,False,False,False,8.19,0,1,True,101.63679484717926,78.0,5.91,30.70244897959184,-0.4967507801897647,-0.3350710943071525,-0.1948719764106098,0.4649300593534526,0.2484560624177894,-1.0955360333080582,0.6972534175414892,1.810809257486511,-0.072762894996789,0.3617060469684843,1.245263435355491,-0.015788599946895,6.064697609001406,0.0590717299578059,0.1814345991561181,5695.0,False,False,train,11.568798,5.098961,0.8149466192170819,0.19441712,0.5302491103202847,0.18076247,50.706438825488945
McCaCh01,christian-mccaffrey-1,00-0033280,Christian McCaffrey,RB,2017,1,8,CAR,stanford,71.0,202.0,4.48,37.5,121.0,10.0,6.57,4.22,2.0,3.0,39.0,2.0,0.0,632.0,3922.0,21.0,99.0,1206.0,10.0,86.0,43.0,112.0,4,3,5,False,skill_run,False,False,False,False,94.73,1,0,True,100.2926967482624,79.25,5.395,28.170204324538783,0.0522152808722206,-1.0145288997918576,-0.5643896961512981,0.9284117384596976,0.4128677908253326,-2.1021182861338383,-2.0712679936253533,-0.2884893448520356,-0.2101374330399964,0.6571308811416972,-1.4998844702934533,-1.3617618700785137,6.205696202531645,0.0332278481012658,0.1566455696202531,5128.0,False,False,train,80.06919,35.402657,0.994661921708185,0.88115984,0.99644128113879,1.0,97.33849933138946
SingDe00,devin-singletary-1,00-0035250,Devin Singletary,RB,2019,3,74,BUF,florida atlantic,67.0,203.0,4.66,35.0,117.0,15.0,7.32,4.4,2.0,2.0,15.0,0.0,0.0,714.0,4289.0,66.0,51.0,397.0,1.0,39.0,28.0,110.0,0,0,5,False,skill_run,False,False,False,False,52.04,0,0,True,86.09587949087104,76.0,5.86,31.790822009356205,-2.1436489633757208,-0.9579074160014656,0.7658740949151822,0.1559422732826228,-0.2447791228048401,-1.0955360333080582,0.9379944098168688,0.8229040328566108,-1.6611336170161557,-0.1109736877086561,0.978744221214818,0.5627183002737374,6.007002801120448,0.0924369747899159,0.0714285714285714,4686.0,False,False,train,36.75188,17.565184,0.9519572953736655,0.4594875,0.900355871886121,0.57424814,76.76012220862073
HarpJa01,jamie-harper-1,00-0028068,Jamie Harper,RB,2011,4,130,TEN,clemson,71.0,233.0,4.53,36.5,120.0,24.0,7.16,4.39,0.0,1.0,0.0,0.0,0.0,311.0,1311.0,12.0,52.0,390.0,3.0,1.0,1.0,23.0,0,0,0,False,skill_run,False,False,False,False,25.77,0,0,True,110.660622427069,78.25,5.775,32.49335449315612,0.0522152808722206,0.7407370977102972,-0.1948719764106098,0.6194239523888676,0.2484560624177894,0.7163120217783461,0.2960184304158609,0.7611599563172377,0.8495240617126014,0.4207910138031269,0.5256615571756726,0.9361379628276496,4.215434083601286,0.0385852090032154,0.1672025723472668,1701.0,False,False,train,6.504056,-5.227889,0.12455516014234876,0.15778562,0.29537366548042704,0.101625875,16.077909581628347
SnelBe00,benjamin-snell-jr-1,00-0035217,Benny Snell Jr.,RB,2019,4,122,PIT,kentucky,70.0,224.0,4.66,29.5,119.0,16.0,7.07,4.33,3.0,7.0,59.0,1.0,0.0,736.0,3858.0,48.0,29.0,216.0,0.0,8.0,8.0,63.0,0,0,0,False,skill_run,False,False,False,False,28.96,0,0,True,95.00234978303013,74.25,5.7,32.137142857142855,-0.4967507801897647,0.2311437435967683,0.7658740949151822,-1.5434905501069414,0.0840443340102462,-0.8942195827429021,-0.0650930579972052,0.3906954970810258,-0.750841248500139,-0.5245684555511542,0.1258827359646608,0.7467994881163024,5.241847826086956,0.0652173913043478,0.0394021739130434,4074.0,False,False,train,12.062617,0.33067226,0.5676156583629893,0.19831343,0.5533807829181495,0.1884784,41.508078498772456
JoneAa00,aaron-jones-6,00-0033293,Aaron Jones,RB,2017,5,182,GNB,texas-el paso,69.0,208.0,4.56,37.5,127.0,16.0,6.82,4.2,1.0,2.0,3.0,1.0,0.0,658.0,4114.0,33.0,71.0,646.0,7.0,67.0,55.0,126.0,1,0,7,False,skill_run,False,False,False,False,9.56,0,1,True,96.21304507265586,82.25,5.51,30.7128754463348,-1.04571684125175,-0.6747999970495051,0.0268386554337991,0.9284117384596976,1.399338161270592,-0.8942195827429021,-1.068180525811279,-0.4119774979307711,-0.6271012430217799,1.366150483157408,-0.8868902777699023,-0.0102465819156019,6.252279635258359,0.0501519756838905,0.10790273556231,4760.0,False,False,train,43.927814,36.446896,0.99644128113879,0.5489405,0.9306049822064056,0.6863721,83.17600355400734
OlliQa00,oadree-ollison-1,00-0035273,Qadree Ollison,RB,2019,5,152,ATL,pittsburgh,73.0,228.0,4.58,29.5,114.0,19.0,7.53,4.31,0.0,1.0,0.0,0.0,0.0,529.0,2859.0,29.0,50.0,375.0,3.0,1.0,1.0,24.0,0,0,0,False,skill_run,False,False,False,False,17.95,0,1,True,103.6341597711645,71.75,5.92,30.0776881215988,1.1501474029961911,0.4576296787583367,0.1746457433300784,-1.5434905501069414,-0.7380143080274698,-0.2902702310474341,1.780587882780691,0.2672073440022848,0.1313792609643672,-1.1154181238975798,1.2985672781836248,-0.3478700255726127,5.404536862003781,0.054820415879017,0.0945179584120983,3234.0,False,False,train,7.0035543,-0.4773655,0.44483985765124556,0.16113298,0.33274021352313166,0.10943054,29.85966902358782
BurtMi00,michael-burton-1,00-0031595,Michael Burton,RB,2015,5,168,DET,rutgers,71.0,242.0,4.65,33.0,115.0,25.0,7.2,4.34,1.0,1.0,-2.0,0.0,0.0,22.0,116.0,0.0,47.0,401.0,3.0,1.0,0.0,147.0,0,0,1,False,skill_run,False,False,False,False,13.15,0,1,True,103.52221364928889,74.0,5.77,33.74846260662567,0.0522152808722206,1.250330451823826,0.6919705509670458,-0.4620332988590369,-0.5736025796199266,0.917628472343502,0.4565124252661129,0.4524395736203935,0.1199377249702411,-0.5836534223857968,0.499009635761601,1.6032701723810543,5.2727272727272725,0.0,2.136363636363636,517.0,False,False,train,2.1997652,-5.2811546,0.12277580071174377,0.13124314,0.010676156583629894,0.03437133,8.436844642124937
ScotDa01,darel-scott-1,00-0028159,Da'Rel Scott,RB,2011,7,221,NYG,maryland,71.0,211.0,4.4,34.0,117.0,19.0,7.15,4.2,2.0,3.0,13.0,2.0,0.0,430.0,2401.0,17.0,48.0,509.0,4.0,1.0,1.0,20.0,0,0,0,False,skill_run,False,False,False,False,2.57,0,1,True,112.59049928283584,75.5,5.675000000000001,29.42531243800833,0.0522152808722206,-0.5049355456783288,-1.155618047736402,-0.153045512788207,-0.2447791228048401,-0.2902702310474341,0.2558949317032988,-0.4119774979307711,1.0467685498603714,-0.2291436213779413,-0.0073768711056733,-0.6946296605251128,5.583720930232558,0.0395348837209302,0.1116279069767441,2910.0,False,False,train,4.2329755,-1.3029175,0.35587188612099646,0.143275,0.11921708185053381,0.06614024,20.807521755730875
BurkRe00,rex-burkhead-1,00-0030288,Rex Burkhead,RB,2013,6,190,CIN,nebraska,70.0,214.0,4.73,39.0,125.0,21.0,6.85,4.09,4.0,7.0,46.0,3.0,0.0,635.0,3332.0,30.0,60.0,507.0,5.0,21.0,4.0,115.0,0,0,0,False,skill_run,False,False,False,False,7.76,0,1,True,85.50651497301251,82.0,5.47,30.70244897959184,-0.4967507801897647,-0.3350710943071525,1.2831989025521495,1.3918934175659423,1.0705147044555057,0.1123626700828779,-0.947810029673593,-1.0911623398638326,-1.7213700524706192,1.3070655163227654,-1.1001056490824417,-0.015788599946895,5.247244094488189,0.0472440944881889,0.0944881889763779,3839.0,False,False,train,16.96289,10.493053,0.9110320284697508,0.24015036,0.6832740213523132,0.26504517,60.21067235473
StacZa00,zac-stacy-1,00-0030536,Zac Stacy,RB,2013,5,160,STL,vanderbilt,68.0,216.0,4.55,33.0,122.0,27.0,6.7,4.17,3.0,10.0,67.0,1.0,2.0,581.0,3143.0,30.0,46.0,415.0,0.0,11.0,10.0,35.0,0,0,1,False,skill_run,False,False,False,False,15.46,0,1,True,100.79480759748448,77.5,5.4350000000000005,32.839100346020764,-1.5946829023137354,-0.2218281267263683,-0.0470648885143371,-0.4620332988590369,0.5772795192328759,1.3202613734738142,-1.5496625103620354,-0.5972097275488798,-0.1588188231751728,0.2435361132991992,-1.2866690989809093,1.1199135215147,5.409638554216867,0.0516351118760757,0.0791738382099827,3558.0,False,False,train,10.992769,3.5118494,0.7651245551601423,0.18994594,0.5142348754448398,0.17176202,48.123838827279116
BallKa00,kalen-ballage-1,00-0034799,Kalen Ballage,RB,2018,4,131,MIA,arizona st.,73.0,228.0,4.46,33.5,122.0,15.0,6.91,4.35,3.0,4.0,30.0,1.0,0.0,450.0,1984.0,27.0,82.0,684.0,2.0,6.0,3.0,52.0,0,0,1,False,skill_run,False,False,False,False,25.38,0,0,True,115.24587982827433,77.75,5.63,30.0776881215988,1.1501474029961911,0.4576296787583367,-0.7121967840475774,-0.3075394058236219,0.5772795192328759,-1.0955360333080582,-0.7070690373982133,0.5141836501597612,1.3181636779782446,0.3026210801338417,-0.2472441638322842,-0.3478700255726127,4.408888888888889,0.06,0.1822222222222222,2668.0,False,False,train,8.766064,-2.9658813,0.22953736654804271,0.17340331,0.4288256227758007,0.13696975,23.965468213784103
IngrMa01,mark-ingram-1,00-0027966,Mark Ingram,RB,2011,1,28,NOR,alabama,69.0,215.0,4.62,31.5,118.0,21.0,7.13,4.62,0.0,1.0,0.0,0.0,0.0,572.0,3261.0,42.0,60.0,670.0,4.0,66.0,51.0,156.0,3,0,5,False,skill_run,False,False,False,False,80.45,1,0,True,94.3844725856833,74.75,5.875,31.746481831547992,-1.04571684125175,-0.2784496105167604,0.4702599191226303,-0.9255149779652816,-0.0803673943972969,0.1123626700828779,0.175647934278171,2.1812737167227283,-0.8139918434019183,-0.406398521881869,1.0586999854570185,0.5391500032675041,5.701048951048951,0.0734265734265734,0.1048951048951049,3931.0,False,False,train,56.36259,11.696056,0.9252669039145908,0.69383913,0.9839857651245552,0.8806655,88.18048343857838
JackJu01,justin-jackson-5,00-0034440,Justin Jackson,RB,2018,7,251,LAC,northwestern,72.0,199.0,4.52,38.5,122.0,13.0,6.81,4.07,1.0,1.0,12.0,1.0,0.0,1142.0,5440.0,41.0,122.0,858.0,1.0,12.0,10.0,59.0,0,0,0,False,skill_run,False,False,False,False,0.21,0,1,True,95.3518959439031,80.25,5.44,26.98630401234568,0.601181341934206,-1.1843933511630338,-0.2687755203587527,1.2373995245305274,0.5772795192328759,-1.4981689344383702,-1.108304024523845,-1.214650492942568,-0.715115625189311,0.8934707484802674,-1.2600171775668472,-1.9910447363815764,4.7635726795096325,0.0359019264448336,0.1068301225919439,6298.0,False,False,train,12.655039,7.119146,0.8665480427046264,0.20306483,0.5765124555160143,0.19773498,54.208167036233
WillKe05,kerwynn-williams-1,00-0030117,Kerwynn Williams,RB,2013,7,230,IND,utah st.,68.0,195.0,4.48,35.0,118.0,17.0,7.15,4.15,0.0,1.0,0.0,0.0,0.0,380.0,2505.0,22.0,64.0,870.0,5.0,6.0,0.0,40.0,0,0,0,False,skill_run,False,False,False,False,1.59,0,1,True,96.81720725698598,76.5,5.65,29.64641003460208,-1.5946829023137354,-1.4108792863246022,-0.5643896961512981,0.1559422732826228,-0.0803673943972969,-0.6929031321777461,0.2558949317032988,-0.7206978806276152,-0.5653524011460208,0.0071962459606289,-0.1406364781760122,-0.5771088457366648,6.592105263157895,0.0578947368421052,0.1684210526315789,3375.0,False,False,train,8.250264,2.7143712,0.7330960854092526,0.16973777,0.40391459074733094,0.12891038,43.375098244071644
GaskMy00,myles-gaskin-1,00-0035311,Myles Gaskin,RB,2019,7,234,MIA,washington,69.0,205.0,4.58,35.5,118.0,24.0,7.19,4.27,1.0,1.0,2.0,1.0,0.0,943.0,5324.0,57.0,65.0,465.0,5.0,13.0,13.0,47.0,0,0,1,False,skill_run,False,False,False,False,1.23,0,1,True,93.17983663635404,76.75,5.73,30.269901281243435,-1.04571684125175,-0.8446644484206813,0.1746457433300784,0.3104361663180377,-0.0803673943972969,0.7163120217783461,0.4163889265535508,0.0202310378448084,-0.9371125495339356,0.0662812127952715,0.2857942644490664,-0.2457022612797905,5.645811240721103,0.0604453870625662,0.0689289501590668,5789.0,False,False,train,13.930257,8.394363,0.8896797153024911,0.21357872,0.6138790035587188,0.21766026,56.48954848881507
StarJa00,james-starks-1,00-0027791,James Starks,RB,2010,6,193,GNB,buffalo,74.0,218.0,4.5,36.0,119.0,15.0,6.89,4.23,1.0,1.0,5.0,0.0,0.0,698.0,3140.0,34.0,127.0,898.0,3.0,26.0,26.0,76.0,0,0,0,False,skill_run,False,False,False,False,7.14,0,1,True,106.32525529644872,77.5,5.5600000000000005,27.986486486486488,1.6991134640581766,-0.1085851591455841,-0.4165826082550254,0.4649300593534526,0.0840443340102462,-1.0955360333080582,-0.787316034823341,-0.2267452683126624,0.4064246649523454,0.2435361132991992,-0.6203710636292245,-1.4594140849904174,4.498567335243553,0.0487106017191977,0.1819484240687679,4038.0,False,False,train,17.549072,11.079235,0.9217081850533808,0.24553925,0.701067615658363,0.27420425,61.2845498326092
KellJo00,john-kelly-6,00-0034808,John Kelly,RB,2018,6,176,LAR,tennessee,70.0,216.0,,35.0,120.0,15.0,7.13,4.51,1.0,1.0,10.0,0.0,0.0,327.0,1573.0,15.0,43.0,350.0,0.0,1.0,1.0,15.0,0,0,0,False,skill_run,False,True,False,False,11.03,0,1,True,,77.5,5.82,30.98938775510204,-0.4967507801897647,-0.2218281267263683,,0.1559422732826228,0.2484560624177894,-1.0955360333080582,0.175647934278171,1.5020888747896668,,0.2435361132991992,0.7655288499022788,0.1367290176657448,4.81039755351682,0.0458715596330275,0.1314984709480122,1923.0,False,False,train,3.7350943,-2.7347429,0.24555160142348753,0.14024638,0.08718861209964412,0.058360852,15.537980910112212
GrayCy00,cyrus-gray-1,00-0029298,Cyrus Gray,RB,2012,6,182,KAN,texas a&m,70.0,206.0,4.4,32.5,114.0,21.0,7.17,,1.0,2.0,14.0,1.0,0.0,632.0,3298.0,30.0,103.0,776.0,6.0,1.0,1.0,35.0,0,0,0,False,skill_run,False,True,False,False,9.56,0,1,True,109.92247797281604,73.25,,29.55469387755102,-0.4967507801897647,-0.7880429646302892,-1.155618047736402,-0.6165271918944518,-0.7380143080274698,0.1123626700828779,0.336141929128423,,0.7740814630705299,-0.7609083228897244,,-0.6258590703974527,5.218354430379747,0.0474683544303797,0.1629746835443038,4074.0,False,False,train,7.052516,0.5826788,0.594306049822064,0.16146415,0.33451957295373663,0.11019556,35.89582797749717
IoseJo00,joey-iosefa-1,00-0032122,Joey Iosefa,RB,2015,7,231,TAM,hawaii,72.0,247.0,5.02,31.5,110.0,30.0,7.24,4.33,4.0,7.0,71.0,2.0,0.0,512.0,2218.0,21.0,60.0,438.0,3.0,0.0,,2.0,0,0,0,False,skill_run,False,False,False,False,1.49,0,1,True,77.787905932493,70.75,5.785,33.49556327160494,0.601181341934206,1.5334378707757863,3.4264016770481427,-0.9255149779652816,-1.3956612216576427,1.9242107251692824,0.6170064201163649,0.3906954970810258,-2.5102561852104595,-1.35175799123615,0.5789654000038063,1.4688456631644122,4.33203125,0.041015625,0.1171875,2656.0,False,False,train,2.0605145,-3.4753785,0.2099644128113879,0.13045132,0.0071174377224199285,0.03219554,11.793862492528834
TodmJo00,jordan-todman-1,00-0028121,Jordan Todman,RB,2011,6,183,SDG,connecticut,69.0,203.0,4.4,38.0,126.0,25.0,7.24,4.18,0.0,1.0,0.0,0.0,0.0,616.0,3179.0,31.0,42.0,283.0,0.0,5.0,,74.0,0,0,0,False,skill_run,False,False,False,False,9.32,0,1,True,108.32166518680415,82.0,5.71,29.974585171182525,-1.04571684125175,-0.9579074160014656,-1.155618047736402,1.0829056314951124,1.2349264328630487,0.917628472343502,0.6170064201163649,-0.535465651009512,0.6104692109966242,1.3070655163227654,0.1791865787927944,-0.4026727141892482,5.160714285714286,0.0503246753246753,0.0681818181818181,3462.0,False,False,train,6.1302166,-0.3396206,0.45195729537366547,0.15531754,0.26868327402135234,0.095784634,28.47400103016256
RodgJa00,jacquizz-rodgers-1,00-0028083,Jacquizz Rodgers,RB,2011,5,145,ATL,oregon st.,66.0,196.0,4.59,33.0,113.0,,7.31,4.26,2.0,2.0,25.0,2.0,0.0,788.0,3877.0,46.0,151.0,1056.0,5.0,24.0,17.0,110.0,0,0,0,False,skill_run,False,True,False,False,20.28,0,1,True,88.31517317540464,73.0,5.785,31.631772268135904,-2.692615024437706,-1.3542578025342102,0.2485492872782147,-0.4620332988590369,-0.9024260364350132,,0.8978709111043033,-0.0415130386945592,-1.434309068316404,-0.819993289724367,0.5789654000038063,0.4781780091621778,4.92005076142132,0.0583756345177665,0.1916243654822335,4933.0,False,False,train,22.280018,14.799098,0.9430604982206405,0.29193616,0.7740213523131673,0.34812528,66.00407581126775
JohnKe06,kerryon-johnson-1,00-0034349,Kerryon Johnson,RB,2018,2,43,DET,auburn,71.0,213.0,,40.0,126.0,11.0,7.07,4.29,4.0,4.0,14.0,2.0,0.0,519.0,2494.0,32.0,55.0,478.0,2.0,11.0,11.0,35.0,0,0,1,False,skill_run,False,True,False,False,70.51,0,0,True,,83.0,5.68,29.70422535211268,0.0522152808722206,-0.3916925780975446,,1.700881203636772,1.2349264328630487,-1.9008018355686824,-0.0650930579972052,0.1437191909235494,,1.5434053836613355,0.0192750503083887,-0.5463780584021336,4.805394990366088,0.0616570327552986,0.1059730250481695,2972.0,False,False,train,21.511427,-6.397434,0.08896797153024912,0.2840564,0.7651245551601423,0.33611605,31.264659380573395
HineNy00,nyheim-hines-1,00-0034367,Nyheim Hines,RB,2018,4,104,IND,north carolina st.,68.0,198.0,4.38,35.5,119.0,,7.18,4.35,0.0,1.0,0.0,0.0,0.0,258.0,1399.0,13.0,89.0,933.0,1.0,25.0,22.0,85.0,0,0,0,False,skill_run,False,True,False,False,36.83,0,0,True,107.5966485232503,77.25,5.765,30.10250865051903,-1.5946829023137354,-1.241014834953426,-1.3034251356326811,0.3104361663180377,0.0840443340102462,,0.3762654278409851,0.5141836501597612,0.5363683478902775,0.1844511464645566,0.4723577143475342,-0.3346770789864706,5.422480620155039,0.0503875968992248,0.3449612403100775,2332.0,False,False,train,25.18366,13.451715,0.9395017793594306,0.32282552,0.8096085409252669,0.3934947,68.09864677303203
