pfr_id,cfb_id,gsis_id,player_name,position,draft_year,projected_draft_pick,normalized_projected_draft_pick,projected_contract_value,draft_round,draft_pick,draft_team,college,height_in,weight_lbs,forty_yard,vertical_jump,broad_jump,bench_reps,cone_drill,shuttle,col_pass_completions,col_pass_attempts,col_pass_yards,col_pass_tds,col_pass_ints,col_rush_attempts,col_rush_yards,col_rush_tds,col_receptions,col_rec_yards,col_rec_tds,col_total_tackles,col_tfl,col_sacks,col_ints,col_pass_deflections,col_qb_hurries,col_fg_made,col_fg_attempted,col_xp_made,col_xp_attempted,col_punts,col_punt_yards,career_av,weighted_av,draft_team_av,nfl_games,pro_bowls,all_pro,seasons_started,hof,_raw_height,Hand Size,Arm Length,Wingspan,10 Yard Split,10 Yard Split.1,_raw_broad,10 Yard Split.2,10 Yard Split.3,position_group,missing_outcome,missing_combine,low_confidence_mock,pick_value,is_early_pick,is_day_3_pick,missing_age,speed_score,burst_score,agility_score,bmi,height_in_z,weight_lbs_z,forty_yard_z,vertical_jump_z,broad_jump_z,bench_reps_z,cone_drill_z,shuttle_z,speed_score_z,burst_score_z,agility_score_z,bmi_z,is_QB,is_WR,is_TE,dominator_rating,yards_per_reception,rec_td_rate,rec_yards_flag,completion_pct,yards_per_attempt,td_int_ratio,pass_yards_flag,weighted_av_pred,av_tier,performance_value_usd,contract_cost_usd,contract_surplus_usd,contract_surplus_percentile,upside_percentile,round_value_percentile,sleeper_score,draft_window_label
,,,Michael Trigg,TE,2026,113.3,118,5934000.0,4,113,,baylor,76.0,240,,,,,,,,,,,,,,,108.0,1419.0,14.0,,,,,,,,,,,,,,,,,,,,,6040,1048,3428,8438.0,,,,,,skill_pass,True,True,False,32.78,0,0,True,,,,29.210526315789473,0.7677734733284143,0.7979455320335992,,,,,,,,,,0.5473817084167597,0,0,1,1.0,13.13888888888889,0.12962962962962962,False,,,,True,9.666548,good,15060000.0,1483500.0,13576500.0,0.6,0.65,0.6086956521739131,61.673913043478265,Round 4 value — monitor board
,,,De'Zhaun Stribling,WR,2026,120.7,125,5786000.0,4,121,,mississippi,74.125,207,4.36,36.0,127.0,,,,,,,,,,,,217.0,2977.0,23.0,,,,,,,,,,,,,,,,,,,,,6021,1000,3158,,1.53,,1007,1.53,,skill_pass,True,False,False,29.37,0,0,True,114.56563960194973,81.5,,26.48477316869947,0.021666103579615424,-0.5061965706074295,-1.3007107733916248,0.45867138347680864,1.2545837192553972,,,,1.3768384309914417,1.0518509150278028,,-0.7795800185332789,0,1,0,1.0,13.71889400921659,0.10599078341013825,False,,,,True,12.034639,good,18072000.0,1446500.0,16625500.0,0.631578947368421,0.7368421052631579,0.7246376811594203,68.17696414950419,Round 4 value — monitor board
,,,Skyler Bell,WR,2026,123.7,131,5726000.0,4,124,,connecticut,71.625,192,4.4,41.0,133.0,,,,,,,,,15.0,162.0,0.0,220.0,2892.0,24.0,,,,,,,,,,,,,,,,,,,,,5115,1000,3178,,1.53,,1101,1.53,,skill_pass,True,False,False,28.15,0,0,True,102.45201830476057,87.0,,26.31038988331826,-0.9731437227521164,-1.0989884354442607,-1.0952697355895364,1.8483664699921025,2.081132993117776,,,,0.3974897303022632,2.135636456712701,,-0.8644739663831471,0,1,0,0.9469548133595285,13.145454545454545,0.10909090909090909,False,,,,True,11.862922,average,9036000.0,1431500.0,7604500.0,0.34210526315789475,0.7105263157894737,0.6956521739130435,52.33409610983981,On the board — situational value
,,,Oscar Delp,TE,2026,125.3,135,5694000.0,4,125,,georgia,77.0,245,,,,,,,,,,,,,,,70.0,854.0,9.0,,,,,,,,,,,,,,,,,,,,,6050,948,3158,,,,,,,skill_pass,True,True,False,27.74,0,0,True,,,,29.049586776859503,1.165697403861107,0.9955428203125429,,,,,,,,,,0.4690324973955593,0,0,1,1.0,12.2,0.12857142857142856,False,,,,True,7.937222,good,15060000.0,1423500.0,13636500.0,0.65,0.4,0.4057971014492754,52.61594202898551,On the board — situational value
,,,Eli Raridon,TE,2026,136.0,146,5480000.0,5,136,,notre dame,78.0,245,4.62,36.0,123.0,,,,,,,,,,,,48.0,623.0,3.0,,,,,,,,,,,,,,,,,,,,,6060,1068,3268,,1.6,,1003,1.6,,skill_pass,True,False,False,23.5,0,1,True,107.55439899298796,79.5,,28.309500328731097,1.5636213343937997,0.9955428203125429,0.03465597232194799,0.45867138347680864,0.7035508700138113,,,,0.8100013793659954,0.6577470816878399,,0.1087407401066659,0,0,1,1.0,12.979166666666666,0.0625,False,,,,True,10.051521,good,15060000.0,1370000.0,13690000.0,0.7,0.85,0.6811594202898551,74.12318840579711,Round 5 value — monitor board
,,,Jack Endries,TE,2026,136.7,147,5466000.0,5,137,,texas,76.625,245,4.62,36.0,119.0,,,,,,,,,,,,124.0,1377.0,7.0,,,,,,,,,,,,,,,,,,,,,6045,958,3118,,1.59,,911,1.59,,skill_pass,True,False,False,23.13,0,1,True,107.55439899298796,77.5,,29.33461781041012,1.0164759299113473,0.9955428203125429,0.03465597232194799,0.45867138347680864,0.15251802077222526,,,,0.8100013793659954,0.2636432483478769,,0.6077924114833304,0,0,1,1.0,11.10483870967742,0.056451612903225805,False,,,,True,5.8954086,below,3012000.0,1366500.0,1645500.0,0.05,0.5,0.34782608695652173,24.456521739130434,No strong signal at current ADP
,,,Kevin Coleman Jr,WR,2026,138.0,150,5440000.0,5,138,,missouri,70.0,179,4.49,38.5,126.0,,,,,,,,,20.0,111.0,0.0,189.0,2364.0,11.0,,,,,,,,,,,,,,,,,,,,,5100,948,3000,,1.62,,1006,1.62,,skill_pass,True,False,False,22.76,0,1,True,88.08412866687621,82.25,,25.681020408163267,-1.619770109867742,-1.6127413849695145,-0.6330274005348384,1.1535189267344557,1.1168255069450008,,,,-0.7641095721105202,1.199639852530289,,-1.1708660571463576,0,1,0,0.9551515151515152,12.507936507936508,0.0582010582010582,False,,,,True,6.4106383,below,3012000.0,1360000.0,1652000.0,0.10526315789473684,0.47368421052631576,0.391304347826087,27.299771167048053,No strong signal at current ADP
,,,Joe Royer,TE,2026,150.0,161,5200000.0,5,150,,cincinnati,77.0,247,,,,,,,,,,,,,,,84.0,972.0,7.0,,,,,,,,,,,,,,,,,,,,,6050,1068,3148,,,,,,,skill_pass,True,True,False,18.6,0,1,True,,,,29.286726260752236,1.165697403861107,1.0745817356241203,,,,,,,,,,0.5844776613900636,0,0,1,1.0,11.571428571428571,0.08333333333333333,False,,,,True,7.340649,good,15060000.0,1300000.0,13760000.0,0.75,0.6,0.5072463768115942,65.64492753623188,Round 5 value — monitor board
,,,J. Michael Sturdivant,WR,2026,154.0,164,5160000.0,5,154,,florida,75.0,207,4.4,39.0,131.0,,,,,,,,,4.0,-2.0,0.0,150.0,2073.0,16.0,,,,,,,,,,,,,,,,,,,,,6030,948,3278,,1.54,,1011,1.54,,skill_pass,True,False,False,17.31,0,1,True,110.45608223482,85.0,,25.8704,0.3698495427957216,-0.5061965706074295,-1.0952697355895364,1.292488435385985,1.8056165684969834,,,,1.0445934673124115,1.7415326233727382,,-1.078671549180348,0,1,0,1.0,13.82,0.10666666666666667,False,,,,True,1.6880985,below,3012000.0,1290000.0,1722000.0,0.13157894736842105,0.02631578947368421,0.10144927536231885,9.397406559877956,No strong signal at current ADP
,,,Barion Brown,WR,2026,157.0,168,5130000.0,5,157,,louisiana state,71.0,177,4.4,,,,,,,,,,,32.0,228.0,2.0,175.0,2060.0,12.0,,,,,,,,,,,,,,,,,,,,,5110,900,3148,,1.62,,,1.62,,skill_pass,True,False,False,16.37,0,1,True,94.44795437470115,,,24.683792898234476,-1.2218461793350492,-1.691780300281092,-1.0952697355895364,,,,,,-0.249614006707884,,,-1.6563402242219505,0,1,0,0.9003496503496503,11.771428571428572,0.06857142857142857,False,,,,True,10.734767,average,9036000.0,1282500.0,7753500.0,0.3684210526315789,0.8421052631578947,0.7391304347826086,58.46681922196796,On the board — situational value
,,,Marlin Klein,TE,2026,159.5,170,5105000.0,5,160,,michigan,78.0,248,4.61,36.0,117.0,,7.42,,,,,,,,,,38.0,364.0,1.0,,,,,,,,,,,,,,,,,,,,,6060,928,3238,,1.64,,909,1.64,,skill_pass,True,False,False,15.46,0,1,True,109.81912395047212,76.5,,28.656147271531886,1.5636213343937997,1.1141011932799092,-0.01670428712857299,0.45867138347680864,-0.12299840384856775,,1.7004232835420705,,0.9930973661164747,0.0665913316778954,,0.27749675029488297,0,0,1,1.0,9.578947368421053,0.02631578947368421,False,,,,True,12.444349,elite,24096000.0,1276250.0,22819750.0,0.95,1.0,0.8260869565217391,94.02173913043478,High-value sleeper — target in round 5
,,,Cade Klubnik,QB,2026,163.5,174,5065000.0,6,164,,clemson,74.25,207,,,,,,,916.0,1432.0,10123.0,73.0,24.0,369.0,877.0,17.0,1.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,6022,928,3118,7728.0,,,,,,skill_pass,True,True,False,14.28,0,1,True,,,,26.395673910825426,0.07140659489620202,-0.5061965706074295,,,,,,,,,,-0.8229556650861335,1,0,0,,,,False,0.6396648044692738,7.069134078212291,3.0416666666666665,False,17.530499,good,30120000.0,1266250.0,28853750.0,0.7272727272727273,0.8181818181818182,0.8840579710144928,78.59025032938078,High-value sleeper — target in round 6
,,,Jeff Caldwell,WR,2026,164.5,177,5055000.0,6,164,,cincinnati,77.0,216,4.31,42.0,134.0,,,,,,,,,3.0,25.0,1.0,118.0,2134.0,27.0,,,,,,,,,,,,,,,,,,,,,6050,968,3258,,1.48,,1102,1.48,,skill_pass,True,False,False,14.28,0,1,True,125.19144901979112,88.0,,25.61106426041491,1.165697403861107,-0.1505214517053308,-1.557512070644239,2.1263054872951614,2.218891205428173,,,,2.2359021570094,2.3326883733826826,,-1.2049223805247367,0,1,0,0.9884205650764243,18.084745762711865,0.2288135593220339,False,,,,True,18.363775,good,18072000.0,1263750.0,16808250.0,0.6578947368421053,0.9473684210526315,0.9130434782608695,79.57665903890161,High-value sleeper — target in round 6
,,,Nate Boerkircher,TE,2026,171.7,182,4983000.0,6,172,,texas a&m,76.5,245,,,,,,4.4,,,,,,4.0,16.0,1.0,39.0,423.0,4.0,,,,,,,,,,,,,,,,,,,,,6044,1048,3258,,,,,,,skill_pass,True,False,False,12.06,0,1,True,,,,29.43056089538212,0.9667354385947606,0.9955428203125429,,,,,,0.8841964430644671,,,,0.6544997965080076,0,0,1,0.9635535307517085,10.846153846153847,0.10256410256410256,False,,,,True,6.806391,average,7530000.0,1245750.0,6284250.0,0.35,0.25,0.17391304347826086,28.47826086956522,No strong signal at current ADP
,,,Eric McAlister,WR,2026,176.0,186,4940000.0,6,176,,texas christian,76.0,194,,,,,,,,,,,,,,,169.0,3084.0,24.0,,,,,,,,,,,,,,,,,,,,,6040,968,3258,,,,,,,skill_pass,True,True,False,11.03,0,1,True,,,,23.611842105263158,0.7677734733284143,-1.0199495201326834,,,,,,,,,,-2.178191469983244,0,1,0,1.0,18.24852071005917,0.14201183431952663,False,,,,True,14.478926,good,18072000.0,1235000.0,16837000.0,0.6842105263157895,0.7631578947368421,0.7536231884057971,72.17772692601068,Round 6 value — monitor board
,,,Josh Cuevas,TE,2026,177.5,187,4925000.0,6,178,,alabama,75.0,245,4.65,34.0,118.0,,7.37,4.38,,,,,,1.0,7.0,0.0,115.0,1471.0,12.0,,,,,,,,,,,,,,,,,,,,,6030,958,3058,,1.65,,910,1.65,,skill_pass,True,False,False,10.53,0,1,True,104.80554687634617,76.0,5.875,30.619555555555557,0.3698495427957216,0.9955428203125429,0.18873675067351547,-0.09720665112930897,0.014759808461828757,,1.4839606211349043,0.7611859479679357,0.5877652137493188,-0.03193462665709535,1.3267343454861842,1.2333307920009475,0,0,1,0.9952638700947226,12.791304347826086,0.10434782608695652,False,,,,True,7.0758905,average,7530000.0,1231250.0,6298750.0,0.4,0.3,0.18840579710144928,32.76811594202899,No strong signal at current ADP
,,,Taylen Green,QB,2026,185.0,194,4900000.0,6,185,,arkansas,77.875,227,4.36,43.5,134.0,,,,715.0,1191.0,9642.0,59.0,35.0,457.0,2400.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,6057,978,3468,8368.0,1.55,,1102,1.55,,skill_pass,True,False,False,8.86,0,1,True,125.63478352484341,88.75,,26.31389048486457,1.513880843077213,0.28419258250834545,-1.3007107733916248,2.5432140132497496,2.218891205428173,,,,2.27174437634594,2.4804773108851688,,-0.8627697899509507,1,0,0,,,,True,0.600335852225021,8.095717884130982,1.6857142857142857,False,12.105391,average,15060000.0,1225000.0,13835000.0,0.5454545454545454,0.6363636363636364,0.6376811594202898,59.11725955204216,On the board — situational value
,,,Sawyer Robertson,QB,2026,188.5,197,4900000.0,6,188,,baylor,75.75,216,4.64,,,,7.45,4.46,605.0,999.0,7639.0,61.0,25.0,156.0,316.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,6036,938,3218,7868.0,,,,,,skill_pass,True,False,False,8.19,0,1,True,93.19912276733012,,5.955,26.46328791294971,0.6682924906952411,-0.1505214517053308,0.13737649122298995,,,,1.8303008809863717,1.2532279283540504,-0.3505781678000086,,1.7811928496603222,-0.7900395541313946,1,0,0,,,,True,0.6056056056056056,7.646646646646647,2.44,False,10.463159,below,6024000.0,1225000.0,4799000.0,0.18181818181818182,0.36363636363636365,0.5072463768115942,30.144927536231886,No strong signal at current ADP
,,,Tanner Koziol,TE,2026,190.5,200,4900000.0,6,190,,houston,78.5,247,4.7,36.5,122.0,,,,,,,,,1.0,6.0,0.0,237.0,2234.0,24.0,,,,,,,,,,,,,,,,,,,,,6064,968,3368,,1.63,,1002,1.63,,skill_pass,True,False,False,7.76,0,1,True,101.23612588609787,79.25,,28.17818167065601,1.762583299660146,1.0745817356241203,0.44553804792612495,0.597640892128338,0.5657926577034148,,,,0.2991886004269672,0.6084841025203445,,0.044811681275306284,0,0,1,0.9973214285714286,9.426160337552743,0.10126582278481013,False,,,,True,4.771137,below,3012000.0,1225000.0,1787000.0,0.1,0.1,0.08695652173913043,9.73913043478261,No strong signal at current ADP
,,,Reggie Virgil,WR,2026,191.0,202,4900000.0,6,191,,texas tech,75.0,187,4.57,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6030,928,3128,,1.58,,,1.58,,skill_pass,True,False,False,7.55,0,1,True,85.74460458527697,,,23.370844444444444,0.3698495427957216,-1.2965857237232046,-0.22214532493066147,0.45867138347680864,,,,,-0.9532528359895808,,,-2.2955148866441877,0,1,0,,,,True,,,,True,5.4216805,below,3012000.0,1225000.0,1787000.0,0.17105263157894737,0.13157894736842105,0.11594202898550725,14.818840579710146,No strong signal at current ADP
,,,CJ Daniels,WR,2026,192.7,204,4900000.0,7,193,,miami,74.0,202,,,,,,,2.0,2.0,80.0,1.0,0.0,0.0,0.0,1.0,198.0,2991.0,28.0,,,,,,,,,,,,,,,,,,,,,6020,928,3168,,,,,,,skill_pass,True,True,False,7.14,0,1,True,,,,25.93243243243243,-0.028074387736971164,-0.7037938588863732,,,,,,,,,,-1.0484726796475992,0,1,0,1.0,15.106060606060606,0.1414141414141414,False,,,,False,8.9343195,average,9036000.0,1225000.0,7811000.0,0.39473684210526316,0.6578947368421053,0.6521739130434783,52.517162471395885,On the board — situational value
,,,Eric Rivers,WR,2026,196.0,208,4900000.0,7,196,,georgia tech,70.0,176,4.35,37.0,127.0,,,,,,,,,9.0,56.0,0.0,141.0,2186.0,16.0,,,,,,,,,,,,,,,,,,,,,5100,900,3048,,1.52,,1007,1.52,,skill_pass,True,False,False,6.54,0,1,True,98.30726995003526,82.0,,25.250612244897958,-1.619770109867742,-1.7312997579368807,-1.3520710328421504,0.7366104007798674,1.2545837192553972,,,,0.06239968445233,1.1503768733627937,,-1.3803990297963822,0,1,0,0.9750223015165032,15.50354609929078,0.11347517730496454,False,,,,True,5.625531,below,3012000.0,1225000.0,1787000.0,0.17105263157894737,0.5,0.30434782608695654,29.6395881006865,No strong signal at current ADP
,,,John Michael Gyllenborg,TE,2026,197.5,211,4900000.0,7,198,,wyoming,77.75,249,4.6,35.5,128.0,,,4.22,,,,,,,,,80.0,1023.0,7.0,,,,,,,,,,,,,,,,,,,,,6056,1000,3100,,1.6,,1008,1.6,,skill_pass,True,False,False,6.15,0,1,True,111.22387355676977,81.75,,28.95702070904974,1.4641403517606266,1.1536206509356979,-0.06806454657909854,0.31970187482527923,1.3923419315657939,,,-0.22289801280429372,1.1066670137032348,1.1011138941952983,,0.4239691249735366,0,0,1,1.0,12.7875,0.0875,False,,,,True,11.766848,elite,24096000.0,1225000.0,22871000.0,1.0,0.95,0.7971014492753623,94.44202898550725,High-value sleeper — target in round 7
,,,Dillon Bell,WR,2026,200.0,213,4900000.0,7,200,,georgia,72.125,209,4.5,39.0,126.0,,,,1.0,3.0,18.0,1.0,0.0,51.0,373.0,5.0,119.0,1269.0,11.0,,,,,,,,,,,,,,,,,,,,,6001,948,3028,,1.58,,1006,1.58,,skill_pass,True,False,False,5.78,0,1,True,101.93568053650358,82.5,,28.244244268297443,-0.77418175748577,-0.42715765529585203,-0.5816671410843175,1.292488435385985,1.1168255069450008,,,,0.3557454236202829,1.2489028316977844,,0.07697253147799996,0,1,0,0.7728380024360536,10.663865546218487,0.09243697478991597,False,,,,False,12.098793,good,18072000.0,1225000.0,16847000.0,0.7105263157894737,0.7894736842105263,0.8115942028985508,75.44241037376048,High-value sleeper — target in round 7
,,,Caleb Douglas,WR,2026,202.0,219,4890000.0,7,202,,texas tech,75.5,206,4.39,31.5,126.0,,,,,,,,,,,,134.0,2018.0,16.0,,,,,,,,,,,,,,,,,,,,,6034,1018,3248,,1.55,,1006,1.55,,skill_pass,True,False,False,5.42,0,1,True,110.92747695232548,78.75,,25.405552388053156,0.5688115080620679,-0.5457160282632183,-1.1466299950400618,-0.7920541943869559,1.1168255069450008,,,,1.082704267772044,0.5099581441853538,,-1.3049704679126313,0,1,0,1.0,15.059701492537313,0.11940298507462686,False,,,,True,4.870614,below,3012000.0,1222500.0,1789500.0,0.21052631578947367,0.39473684210526316,0.21739130434782608,26.716247139588102,No strong signal at current ADP
,,,Luke Altmyer,QB,2026,205.5,223,4880000.0,7,206,,illinois,73.75,210,4.72,32.0,114.0,,,,660.0,1036.0,7924.0,60.0,24.0,318.0,744.0,13.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,6016,900,2978,7468.0,1.66,,906,1.66,,skill_pass,True,False,False,4.73,0,1,True,84.62161232961536,73.0,,27.142545245619075,-0.12755537037014433,-0.3876381976400633,0.5482585668271669,-0.6530846857354266,-0.5362730407797572,,,,-1.0440432758988596,-0.6230903766670398,,-0.4593608629356449,1,0,0,,,,False,0.637065637065637,7.648648648648648,2.5,False,7.7498503,below,6024000.0,1220000.0,4804000.0,0.2727272727272727,0.5454545454545454,0.5797101449275363,41.59420289855072,No strong signal at current ADP
,,,Diego Pavia,QB,2026,208.0,230,4870000.0,7,208,,vanderbilt,70.125,207,,,,,,,765.0,1231.0,10247.0,88.0,27.0,629.0,3089.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,5101,958,2858,7348.0,,,,,,skill_pass,True,True,False,4.41,0,1,True,,,,29.59238182390117,-1.5700296185511555,-0.5061965706074295,,,,,,,,,,0.7332780890300378,1,0,0,,,,True,0.6214459788789602,8.32412672623883,3.259259259259259,False,26.415878,elite,54216000.0,1217500.0,52998500.0,1.0,1.0,0.9855072463768116,99.71014492753623,High-value sleeper — target in round 7
,,,Kaden Wetjen,WR,2026,211.0,231,4860000.0,7,211,,iowa,69.0,193,4.47,35.5,,,6.95,4.44,,,,,,23.0,132.0,2.0,23.0,197.0,1.0,,,,,,,,,,,,,,,,,,,,,5090,848,2958,,1.58,,,1.58,,skill_pass,True,False,False,3.94,0,1,True,96.6845793678391,,5.695,28.498004620877968,-2.0176940404004347,-1.059468977788472,-0.7357479194358849,0.31970187482527923,,,-0.33432574308529683,1.1302174332575246,-0.06878981489772198,,0.3042027110943762,0.20050913128022146,0,1,0,0.5987841945288754,8.565217391304348,0.043478260869565216,False,,,,True,7.6322327,average,9036000.0,1215000.0,7821000.0,0.42105263157894735,0.6052631578947368,0.5652173913043478,50.51487414187643,On the board — situational value
,,,Will Kacmarek,TE,2026,217.5,239,4840000.0,7,218,,ohio state,77.625,261,4.74,36.0,119.0,,,,,,,,,2.0,5.0,0.0,65.0,761.0,4.0,,,,,,,,,,,,,,,,,,,,,6055,968,3228,,1.7,,911,1.7,,skill_pass,True,False,False,2.95,0,1,True,103.40871377848424,77.5,,30.450372237391772,1.41439986044404,1.627854142805163,0.6509790857282134,0.45867138347680864,0.15251802077222526,,,,0.47483559130948333,0.2636432483478769,,1.1509683123752965,0,0,1,0.9934725848563969,11.707692307692307,0.06153846153846154,False,,,,True,-0.19510093,below,3012000.0,1210000.0,1802000.0,0.15,0.05,0.014492753623188406,9.289855072463768,No strong signal at current ADP
,,,Chase Roberts,WR,2026,218.0,240,4840000.0,7,218,,byu,75.0,209,4.64,37.0,126.0,,,,1.0,1.0,22.0,1.0,0.0,12.0,38.0,1.0,168.0,2535.0,17.0,,,,,,,,,,,,,,,,,,,,,6030,968,3168,,1.6,,1006,1.6,,skill_pass,True,False,False,2.95,0,1,True,90.17878082579628,81.5,,26.120355555555555,0.3698495427957216,-0.42715765529585203,0.13737649122298995,0.7366104007798674,1.1168255069450008,,,,-0.594763443491644,1.0518509150278028,,-0.9569872154339643,0,1,0,0.9852312475709288,15.089285714285714,0.10119047619047619,False,,,,False,8.490876,average,9036000.0,1210000.0,7826000.0,0.4473684210526316,0.631578947368421,0.6231884057971014,53.779557589626236,On the board — situational value
,,,Dallen Bentley,TE,2026,231.0,255,4790000.0,7,231,,utah,76.0,253,4.62,35.0,118.0,,,4.42,,,,,,,,,51.0,640.0,6.0,,,,,,,,,,,,,,,,,,,,,6040,928,3318,,1.62,,910,1.62,,skill_pass,True,False,False,1.49,0,1,True,111.06637936826918,76.5,,30.792763157894736,0.7677734733284143,1.3116984815588528,0.03465597232194799,0.18073236617374983,0.014759808461828757,,,1.0072069381609932,1.0939340971715004,0.0665913316778954,,1.317652389268935,0,0,1,1.0,12.549019607843137,0.11764705882352941,False,,,,True,5.974145,average,7530000.0,1197500.0,6332500.0,0.475,0.55,0.36231884057971014,47.496376811594196,No strong signal at current ADP
,,,RJ Maryland,TE,2026,232.0,256,4790000.0,7,232,,southern methodist,76.0,236,4.51,,122.0,,,,,,,,,,,,113.0,1495.0,19.0,,,,,,,,,,,,,,,,,,,,,6040,900,3228,,1.64,,1002,1.64,,skill_pass,True,False,False,1.4,0,1,True,114.08691355437118,,,28.723684210526315,0.7677734733284143,0.6398677014104441,-0.5303068816337965,,0.5657926577034148,,,,1.3381349152400532,,,0.31037534507762915,0,0,1,1.0,13.230088495575222,0.168141592920354,False,,,,True,6.90651,average,7530000.0,1197500.0,6332500.0,0.475,0.7,0.4492753623188406,53.73550724637681,On the board — situational value
,,,Kendrick Law,WR,2026,236.0,262,4780000.0,7,236,,kentucky,71.0,203,4.45,42.0,128.0,21.0,,,0.0,1.0,0.0,0.0,0.0,16.0,83.0,0.0,86.0,883.0,4.0,,,,,,,,,,,,,,,,,,,,,5110,958,3118,,1.56,,1008,1.56,,skill_pass,True,False,False,1.06,0,1,True,103.5347143561544,85.0,,28.309660781590953,-1.2218461793350492,-0.6642744012305846,-0.8384684383369269,2.1263054872951614,1.3923419315657939,0.6317106463207024,,,0.4850223471110689,1.7415326233727382,,0.10881885239069107,0,1,0,0.9140786749482401,10.267441860465116,0.046511627906976744,False,,,,False,7.194769,average,9036000.0,1195000.0,7841000.0,0.47368421052631576,0.5789473684210527,0.5072463768115942,51.197559115179246,On the board — situational value
,,,Aaron Anderson,WR,2026,240.0,267,4760000.0,7,240,,louisiana state,68.0,191,,30.0,,,,,,,,,,1.0,2.0,0.0,106.0,1333.0,5.0,,,,,,,,,,,,,,,,,,,,,5080,928,2968,,,,,,,skill_pass,True,False,False,0.77,0,1,True,,,,29.038278546712803,-2.4156179709331274,-1.1385078931000494,,-1.208962720341544,,,,,,,,0.46352738090317525,0,1,0,0.998501872659176,12.575471698113208,0.04716981132075472,False,,,,True,1.0760256,below,3012000.0,1190000.0,1822000.0,0.23684210526315788,0.10526315789473684,0.07246376811594203,16.44927536231884,No strong signal at current ADP
,,,Riley Nowakowski,TE,2026,242.0,268,4760000.0,7,242,,indiana,74.0,250,4.66,33.0,120.0,,,,,,,,,2.0,2.0,2.0,50.0,518.0,3.0,,,,,,,,,,,,,,,,,,,,,6020,868,3148,,1.7,,912,1.7,,skill_pass,True,False,False,0.64,0,1,True,106.02940823998897,76.5,,32.0945945945946,-0.028074387736971164,1.1931401085914866,0.24009701012403648,-0.37514566843236774,0.2902762330826218,,,,0.6867106081034727,0.0665913316778954,,1.9514150222811517,0,0,1,0.9961538461538462,10.36,0.06,False,,,,True,0.6462248,below,3012000.0,1190000.0,1822000.0,0.2,0.15,0.043478260869565216,15.369565217391306,No strong signal at current ADP
,,,DJ Rogers,TE,2026,248.0,271,4740000.0,7,248,,texas christian,76.0,258,,,,,,,,,,,,,,,6.0,81.0,0.0,,,,,,,,,,,,,,,,,,,,,6040,948,3358,,,,,,,skill_pass,True,True,False,0.33,0,1,True,,,,31.401315789473685,0.7677734733284143,1.5092957698377967,,,,,,,,,,1.6139103434428492,0,0,1,1.0,13.5,0.0,False,,,,True,3.3198147,below,3012000.0,1185000.0,1827000.0,0.25,0.35,0.15942028985507245,26.18840579710145,No strong signal at current ADP
,,,Jordan Hudson,WR,2026,248.5,272,4735000.0,7,248,,southern methodist,73.0,191,,,,,,,,,,,,2.0,14.0,0.0,144.0,1787.0,21.0,,,,,,,,,,,,,,,,,,,,,6010,928,3118,,,,,,,skill_pass,True,True,False,0.33,0,1,True,,,,25.196659786076186,-0.4259983182696639,-1.1385078931000494,,,,,,,,,,-1.4066643752139494,0,1,0,0.9922265408106608,12.409722222222221,0.14583333333333334,False,,,,True,2.3398097,below,3012000.0,1183750.0,1828250.0,0.2631578947368421,0.18421052631578946,0.14492753623188406,21.58276125095347,No strong signal at current ADP
,,,Caullin Lacy,WR,2026,249.0,273,4730000.0,7,249,,louisville,69.0,183,4.55,33.5,116.0,,,,1.0,1.0,2.0,1.0,0.0,51.0,214.0,1.0,286.0,3348.0,16.0,,,,,,,,,,,,,,,,,,,,,5090,978,2938,,1.59,,908,1.59,,skill_pass,True,False,False,0.29,0,1,True,85.39560088120213,74.75,,27.02142407057341,-2.0176940404004347,-1.4546635543463595,-0.32486584383170797,-0.23617615978083836,-0.2607566161589643,,,,-0.981468702718114,-0.2782495224945722,,-0.5183255434975664,0,1,0,0.939921392476137,11.706293706293707,0.055944055944055944,False,,,,False,14.23934,good,18072000.0,1182500.0,16889500.0,0.7368421052631579,0.868421052631579,0.8695652173913043,80.28604118993134,High-value sleeper — target in round 7
,,,Jalen Walthall,WR,2026,257.0,278,4700000.0,7,257,,incarnate ward,73.0,191,4.57,35.0,131.0,,,,,,,,,4.0,50.0,0.0,191.0,2566.0,24.0,,,,,,,,,,,,,,,,,,,,,6010,900,3128,,1.6,,1011,1.6,,skill_pass,True,False,False,0.05,0,1,True,87.57871377426686,83.0,,25.196659786076186,-0.4259983182696639,-1.1385078931000494,-0.22214532493066147,0.18073236617374983,1.8056165684969834,,,,-0.8049707981834192,1.347428790032775,,-1.4066643752139494,0,1,0,0.9808868501529052,13.434554973821989,0.1256544502617801,False,,,,True,9.162967,average,9036000.0,1175000.0,7861000.0,0.5,0.6842105263157895,0.6666666666666666,58.859649122807014,On the board — situational value
